	cluster	cluster_color	dataset	dataset_color	type	type_color
SKCM_GSE115978_aPD1.87	14	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	SKCM_GSE115978_aPD1	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
NHL_GSE128531.85	14	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	NHL_GSE128531	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NHL	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
COAD_GSE146771_Smartseq2.3	14	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	COAD_GSE146771_Smartseq2	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
OV_GSE115007.55	14	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	OV_GSE115007	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
PAAD_CRA001160.91	14	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	PAAD_CRA001160	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	PAAD	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
AEL_GSE142213.42	14	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	AEL_GSE142213	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	AEL	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
BLCA_GSE145281_aPD1.90	15	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	BLCA_GSE145281_aPD1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	BLCA	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
BLCA_GSE149652.95	15	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	BLCA_GSE149652	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	BLCA	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
BRCA_GSE150660.90	15	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	BRCA_GSE150660	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
SCC_GSE123813_aPD1.52	15	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	SCC_GSE123813_aPD1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
AML_GSE154109.20	15	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	AML_GSE154109	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	AML	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
SCC_GSE145328.5	15	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	SCC_GSE145328	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
BRCA_GSE114727_10X.81	15	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	BRCA_GSE114727_10X	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
SKCM_GSE148190.69	15	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	SKCM_GSE148190	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
KIRC_GSE111360.90	15	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	KIRC_GSE111360	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	KIRC	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
BCC_GSE141526.57	15	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	BCC_GSE141526	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	BCC	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
SKCM_GSE120575_aPD1aCTLA4.78	15	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	SKCM_GSE120575_aPD1aCTLA4	(1.0, 0.4980392156862745, 0.054901960784313725)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
LECR_GSE139555_UCEC.24	15	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	LECR_GSE139555_UCEC	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	LECR	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
COAD_GSE146771_10X.83	15	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
COAD_GSE146771_Smartseq2.59	15	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	COAD_GSE146771_Smartseq2	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
NHL_GSE128531.77	15	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	NHL_GSE128531	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NHL	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
BRCA_GSE139495.35	16	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	BRCA_GSE139495	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
SCC_GSE145328.43	16	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	SCC_GSE145328	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
COAD_GSE146771_10X.13	16	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
COAD_GSE108989.92	16	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	COAD_GSE108989	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
NSCLC_GSE99254.64	16	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	NSCLC_GSE99254	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
PBMC_8K.6	16	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	PBMC_8K	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
KIRC_GSE111360.7	16	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	KIRC_GSE111360	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	KIRC	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
ALL_GSE154109.75	16	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	ALL_GSE154109	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	ALL	(1.0, 0.4980392156862745, 0.054901960784313725)
BRCA_GSE114727_10X.59	16	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	BRCA_GSE114727_10X	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
PBMC_30K.55	16	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	PBMC_30K	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
SKCM_GSE148190.98	16	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	SKCM_GSE148190	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
NSCLC_GSE117570.91	16	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	NSCLC_GSE117570	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
BLCA_GSE149652.52	16	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	BLCA_GSE149652	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	BLCA	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
AML_GSE154109.6	16	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	AML_GSE154109	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	AML	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
BRCA_GSE114727_inDrop.90	17	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	BRCA_GSE114727_inDrop	(1.0, 0.4980392156862745, 0.054901960784313725)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
NPC_GSE150430.96	17	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	NPC_GSE150430	(1.0, 0.4980392156862745, 0.054901960784313725)	NPC	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
PRAD_GSE141445.37	17	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	PRAD_GSE141445	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	PRAD	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
GBM_GSE138794.41	17	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	GBM_GSE138794	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
GBM_GSE131928_Smartseq2.69	17	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	GBM_GSE131928_Smartseq2	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
PAAD_GSE141017.35	17	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	PAAD_GSE141017	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	PAAD	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
UVM_GSE139829.59	17	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	UVM_GSE139829	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	UVM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
PAAD_CRA001160.37	17	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	PAAD_CRA001160	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	PAAD	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
GBM_GSE84465.25	17	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	GBM_GSE84465	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
NSCLC_GSE143423.87	17	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	NSCLC_GSE143423	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
NSCLC_GSE153935.19	17	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	NSCLC_GSE153935	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
NHL_GSE128531.66	17	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	NHL_GSE128531	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NHL	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
SKCM_GSE115978_aPD1.35	17	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	SKCM_GSE115978_aPD1	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
SCC_GSE144236.61	17	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	SCC_GSE144236	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
MCC_GSE118056_aPDL1.98	18	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	MCC_GSE118056_aPDL1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	MCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
KIRC_GSE111360.30	18	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	KIRC_GSE111360	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	KIRC	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
AML_GSE116256.0	18	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	AML_GSE116256	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	AML	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
PRAD_GSE141445.22	18	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	PRAD_GSE141445	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	PRAD	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
OV_GSE154600.55	18	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	OV_GSE154600	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
MCC_GSE117988_aPD1aCTLA4.18	18	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	MCC_GSE117988_aPD1aCTLA4	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	MCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
NSCLC_EMTAB6149.56	18	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
NSCLC_GSE117570.24	18	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	NSCLC_GSE117570	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
PBMC_60K.17	18	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	PBMC_60K	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
BLCA_GSE145281_aPD1.71	18	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	BLCA_GSE145281_aPD1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	BLCA	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
OV_GSE115007.91	18	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	OV_GSE115007	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
SKCM_GSE148190.91	18	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	SKCM_GSE148190	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
SCC_GSE144236.41	18	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	SCC_GSE144236	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
NHL_GSE128531.67	18	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	NHL_GSE128531	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NHL	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
NSCLC_GSE117570.60	19	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	NSCLC_GSE117570	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
MCC_GSE118056_aPDL1.75	19	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	MCC_GSE118056_aPDL1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	MCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
NET_GSE140312.43	19	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	NET_GSE140312	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	NET	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
COAD_GSE146771_Smartseq2.83	19	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD_GSE146771_Smartseq2	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
PAAD_GSE111672.31	19	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	PAAD_GSE111672	(1.0, 0.4980392156862745, 0.054901960784313725)	PAAD	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
COAD_GSE146771_10X.67	19	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
SKCM_GSE115978_aPD1.89	19	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	SKCM_GSE115978_aPD1	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
NPC_GSE150430.58	19	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	NPC_GSE150430	(1.0, 0.4980392156862745, 0.054901960784313725)	NPC	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
BRCA_GSE114727_inDrop.81	19	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	BRCA_GSE114727_inDrop	(1.0, 0.4980392156862745, 0.054901960784313725)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
STAD_GSE134520.68	19	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	STAD_GSE134520	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	STAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
PRAD_GSE141445.43	19	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	PRAD_GSE141445	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	PRAD	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
PAAD_GSE141017.4	19	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	PAAD_GSE141017	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	PAAD	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
PAAD_GSE141017.75	19	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	PAAD_GSE141017	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	PAAD	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
MCC_GSE117988_aPD1aCTLA4.53	19	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	MCC_GSE117988_aPD1aCTLA4	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	MCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
SKCM_GSE72056.17	20	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	SKCM_GSE72056	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
NSCLC_GSE99254.80	20	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NSCLC_GSE99254	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
SKCM_GSE148190.85	20	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	SKCM_GSE148190	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
BRCA_GSE114727_10X.25	20	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	BRCA_GSE114727_10X	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
OV_GSE154600.1	20	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	OV_GSE154600	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
BRCA_GSE110686.24	20	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	BRCA_GSE110686	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
LECR_GSE139555_UCEC.36	20	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	LECR_GSE139555_UCEC	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	LECR	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
SCC_GSE144236.93	20	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	SCC_GSE144236	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
SCC_GSE145328.71	20	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	SCC_GSE145328	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
NSCLC_EMTAB6149.33	20	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
HNSC_GSE103322.42	20	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
